transaction_type,fraud_status,step,amount_bin,transaction_count
TRANSFER,Legitimate,276,"100,001-500,000",1053
TRANSFER,Legitimate,276,"5,001-10,000",15
TRANSFER,Legitimate,276,"50,001-100,000",149
TRANSFER,Legitimate,276,"500,001-1,000,000",560
TRANSFER,Legitimate,276,"501-1,000",3
CASH_IN,Legitimate,277,0-100,4
CASH_IN,Legitimate,277,"1,001-5,000",81
CASH_IN,Legitimate,277,"10,001-50,000",978
CASH_IN,Legitimate,277,"100,001-500,000",3560
CASH_IN,Legitimate,277,101-500,5
CASH_IN,Legitimate,277,"5,001-10,000",106
CASH_IN,Legitimate,277,"50,001-100,000",1129
CASH_IN,Legitimate,277,"500,001-1,000,000",58
CASH_IN,Legitimate,277,"501-1,000",11
CASH_OUT,Fraud,277,"1,000,001+",1
CASH_OUT,Fraud,277,"100,001-500,000",5
CASH_OUT,Fraud,277,"500,001-1,000,000",1
CASH_OUT,Legitimate,277,0-100,2
CASH_OUT,Legitimate,277,"1,001-5,000",126
CASH_OUT,Legitimate,277,"10,001-50,000",1420
CASH_OUT,Legitimate,277,"100,001-500,000",5693
CASH_OUT,Legitimate,277,101-500,7
CASH_OUT,Legitimate,277,"5,001-10,000",183
CASH_OUT,Legitimate,277,"50,001-100,000",1820
CASH_OUT,Legitimate,277,"500,001-1,000,000",68
CASH_OUT,Legitimate,277,"501-1,000",11
DEBIT,Legitimate,277,0-100,2
DEBIT,Legitimate,277,"1,001-5,000",93
DEBIT,Legitimate,277,"10,001-50,000",3
DEBIT,Legitimate,277,"100,001-500,000",1
DEBIT,Legitimate,277,101-500,5
DEBIT,Legitimate,277,"5,001-10,000",24
DEBIT,Legitimate,277,"50,001-100,000",1
DEBIT,Legitimate,277,"501-1,000",15
PAYMENT,Legitimate,277,0-100,55
PAYMENT,Legitimate,277,"1,001-5,000",2196
PAYMENT,Legitimate,277,"10,001-50,000",3272
PAYMENT,Legitimate,277,"100,001-500,000",3
PAYMENT,Legitimate,277,101-500,239
PAYMENT,Legitimate,277,"5,001-10,000",2305
PAYMENT,Legitimate,277,"50,001-100,000",87
PAYMENT,Legitimate,277,"501-1,000",246
TRANSFER,Fraud,277,"1,000,001+",1
TRANSFER,Fraud,277,"100,001-500,000",5
TRANSFER,Fraud,277,"500,001-1,000,000",1
TRANSFER,Legitimate,277,"1,000,001+",251
TRANSFER,Legitimate,277,"1,001-5,000",15
TRANSFER,Legitimate,277,"10,001-50,000",136
TRANSFER,Legitimate,277,"100,001-500,000",1049
TRANSFER,Legitimate,277,"5,001-10,000",13
TRANSFER,Legitimate,277,"50,001-100,000",161
TRANSFER,Legitimate,277,"500,001-1,000,000",475
TRANSFER,Legitimate,277,"501-1,000",2
CASH_IN,Legitimate,278,"1,001-5,000",89
CASH_IN,Legitimate,278,"10,001-50,000",857
CASH_IN,Legitimate,278,"100,001-500,000",3561
CASH_IN,Legitimate,278,101-500,12
CASH_IN,Legitimate,278,"5,001-10,000",93
CASH_IN,Legitimate,278,"50,001-100,000",1024
CASH_IN,Legitimate,278,"500,001-1,000,000",70
CASH_IN,Legitimate,278,"501-1,000",9
CASH_OUT,Fraud,278,"100,001-500,000",1
CASH_OUT,Fraud,278,"50,001-100,000",1
CASH_OUT,Legitimate,278,0-100,8
CASH_OUT,Legitimate,278,"1,001-5,000",134
CASH_OUT,Legitimate,278,"10,001-50,000",1399
CASH_OUT,Legitimate,278,"100,001-500,000",5513
CASH_OUT,Legitimate,278,101-500,16
CASH_OUT,Legitimate,278,"5,001-10,000",156
CASH_OUT,Legitimate,278,"50,001-100,000",1760
CASH_OUT,Legitimate,278,"500,001-1,000,000",67
CASH_OUT,Legitimate,278,"501-1,000",15
DEBIT,Legitimate,278,0-100,4
DEBIT,Legitimate,278,"1,001-5,000",89
DEBIT,Legitimate,278,"10,001-50,000",2
DEBIT,Legitimate,278,101-500,11
DEBIT,Legitimate,278,"5,001-10,000",19
DEBIT,Legitimate,278,"50,001-100,000",4
DEBIT,Legitimate,278,"501-1,000",11
PAYMENT,Legitimate,278,0-100,61
PAYMENT,Legitimate,278,"1,001-5,000",2496
PAYMENT,Legitimate,278,"10,001-50,000",3025
PAYMENT,Legitimate,278,"100,001-500,000",3
PAYMENT,Legitimate,278,101-500,209
PAYMENT,Legitimate,278,"5,001-10,000",2461
PAYMENT,Legitimate,278,"50,001-100,000",111
PAYMENT,Legitimate,278,"501-1,000",304
TRANSFER,Fraud,278,"100,001-500,000",1
TRANSFER,Fraud,278,"50,001-100,000",1
TRANSFER,Legitimate,278,"1,000,001+",290
TRANSFER,Legitimate,278,"1,001-5,000",14
TRANSFER,Legitimate,278,"10,001-50,000",123
TRANSFER,Legitimate,278,"100,001-500,000",1041
TRANSFER,Legitimate,278,101-500,1
TRANSFER,Legitimate,278,"5,001-10,000",13
TRANSFER,Legitimate,278,"50,001-100,000",149
TRANSFER,Legitimate,278,"500,001-1,000,000",508
TRANSFER,Legitimate,278,"501-1,000",1
CASH_IN,Legitimate,279,0-100,3
CASH_IN,Legitimate,279,"1,001-5,000",77
CASH_IN,Legitimate,279,"10,001-50,000",830
CASH_IN,Legitimate,279,"100,001-500,000",3517
CASH_IN,Legitimate,279,101-500,9
CASH_IN,Legitimate,279,"5,001-10,000",110
CASH_IN,Legitimate,279,"50,001-100,000",1070
CASH_IN,Legitimate,279,"500,001-1,000,000",68
CASH_IN,Legitimate,279,"501-1,000",10
CASH_OUT,Fraud,279,0-100,1
CASH_OUT,Fraud,279,"1,000,001+",3
CASH_OUT,Fraud,279,"100,001-500,000",4
CASH_OUT,Fraud,279,"50,001-100,000",1
CASH_OUT,Fraud,279,"500,001-1,000,000",2
CASH_OUT,Legitimate,279,0-100,5
CASH_OUT,Legitimate,279,"1,001-5,000",142
CASH_OUT,Legitimate,279,"10,001-50,000",1406
CASH_OUT,Legitimate,279,"100,001-500,000",5574
CASH_OUT,Legitimate,279,101-500,13
CASH_OUT,Legitimate,279,"5,001-10,000",148
CASH_OUT,Legitimate,279,"50,001-100,000",1838
CASH_OUT,Legitimate,279,"500,001-1,000,000",87
CASH_OUT,Legitimate,279,"501-1,000",18
DEBIT,Legitimate,279,0-100,5
DEBIT,Legitimate,279,"1,001-5,000",86
DEBIT,Legitimate,279,"10,001-50,000",2
DEBIT,Legitimate,279,"100,001-500,000",1
DEBIT,Legitimate,279,101-500,14
DEBIT,Legitimate,279,"5,001-10,000",14
DEBIT,Legitimate,279,"501-1,000",19
PAYMENT,Legitimate,279,0-100,75
PAYMENT,Legitimate,279,"1,001-5,000",2480
PAYMENT,Legitimate,279,"10,001-50,000",2986
PAYMENT,Legitimate,279,"100,001-500,000",3
PAYMENT,Legitimate,279,101-500,246
PAYMENT,Legitimate,279,"5,001-10,000",2499
PAYMENT,Legitimate,279,"50,001-100,000",110
PAYMENT,Legitimate,279,"501-1,000",339
TRANSFER,Fraud,279,"1,000,001+",3
TRANSFER,Fraud,279,"100,001-500,000",4
TRANSFER,Fraud,279,"50,001-100,000",1
TRANSFER,Fraud,279,"500,001-1,000,000",3
TRANSFER,Legitimate,279,"1,000,001+",204
TRANSFER,Legitimate,279,"1,001-5,000",8
TRANSFER,Legitimate,279,"10,001-50,000",137
TRANSFER,Legitimate,279,"100,001-500,000",1180
TRANSFER,Legitimate,279,"5,001-10,000",19
TRANSFER,Legitimate,279,"50,001-100,000",189
TRANSFER,Legitimate,279,"500,001-1,000,000",359
TRANSFER,Legitimate,279,"501-1,000",3
CASH_IN,Legitimate,280,"1,001-5,000",89
CASH_IN,Legitimate,280,"10,001-50,000",862
CASH_IN,Legitimate,280,"100,001-500,000",3558
CASH_IN,Legitimate,280,101-500,10
CASH_IN,Legitimate,280,"5,001-10,000",127
CASH_IN,Legitimate,280,"50,001-100,000",1170
CASH_IN,Legitimate,280,"500,001-1,000,000",63
CASH_IN,Legitimate,280,"501-1,000",12
CASH_OUT,Fraud,280,"100,001-500,000",2
CASH_OUT,Legitimate,280,0-100,1
CASH_OUT,Legitimate,280,"1,001-5,000",129
CASH_OUT,Legitimate,280,"10,001-50,000",1346
CASH_OUT,Legitimate,280,"100,001-500,000",5469
CASH_OUT,Legitimate,280,101-500,16
CASH_OUT,Legitimate,280,"5,001-10,000",171
CASH_OUT,Legitimate,280,"50,001-100,000",1864
CASH_OUT,Legitimate,280,"500,001-1,000,000",78
CASH_OUT,Legitimate,280,"501-1,000",11
DEBIT,Legitimate,280,"1,001-5,000",86
DEBIT,Legitimate,280,"10,001-50,000",4
DEBIT,Legitimate,280,101-500,13
DEBIT,Legitimate,280,"5,001-10,000",28
DEBIT,Legitimate,280,"501-1,000",17
PAYMENT,Legitimate,280,0-100,64
PAYMENT,Legitimate,280,"1,001-5,000",2281
PAYMENT,Legitimate,280,"10,001-50,000",3286
PAYMENT,Legitimate,280,"100,001-500,000",6
PAYMENT,Legitimate,280,101-500,257
PAYMENT,Legitimate,280,"5,001-10,000",2388
PAYMENT,Legitimate,280,"50,001-100,000",110
PAYMENT,Legitimate,280,"501-1,000",321
TRANSFER,Fraud,280,"100,001-500,000",2
TRANSFER,Legitimate,280,0-100,1
TRANSFER,Legitimate,280,"1,000,001+",253
TRANSFER,Legitimate,280,"1,001-5,000",11
TRANSFER,Legitimate,280,"10,001-50,000",170
TRANSFER,Legitimate,280,"100,001-500,000",1177
TRANSFER,Legitimate,280,101-500,1
TRANSFER,Legitimate,280,"5,001-10,000",17
TRANSFER,Legitimate,280,"50,001-100,000",191
TRANSFER,Legitimate,280,"500,001-1,000,000",293
TRANSFER,Legitimate,280,"501-1,000",1
CASH_IN,Legitimate,281,0-100,5
CASH_IN,Legitimate,281,"1,001-5,000",87
CASH_IN,Legitimate,281,"10,001-50,000",897
CASH_IN,Legitimate,281,"100,001-500,000",3488
CASH_IN,Legitimate,281,101-500,9
CASH_IN,Legitimate,281,"5,001-10,000",110
CASH_IN,Legitimate,281,"50,001-100,000",1181
CASH_IN,Legitimate,281,"500,001-1,000,000",75
CASH_IN,Legitimate,281,"501-1,000",15
CASH_OUT,Fraud,281,"1,000,001+",3
CASH_OUT,Fraud,281,"100,001-500,000",2
CASH_OUT,Fraud,281,"5,001-10,000",1
CASH_OUT,Fraud,281,"50,001-100,000",1
CASH_OUT,Fraud,281,"500,001-1,000,000",2
CASH_OUT,Legitimate,281,0-100,5
CASH_OUT,Legitimate,281,"1,001-5,000",158
CASH_OUT,Legitimate,281,"10,001-50,000",1644
CASH_OUT,Legitimate,281,"100,001-500,000",5973
CASH_OUT,Legitimate,281,101-500,12
CASH_OUT,Legitimate,281,"5,001-10,000",194
CASH_OUT,Legitimate,281,"50,001-100,000",2119
CASH_OUT,Legitimate,281,"500,001-1,000,000",86
CASH_OUT,Legitimate,281,"501-1,000",24
DEBIT,Legitimate,281,0-100,3
DEBIT,Legitimate,281,"1,001-5,000",68
DEBIT,Legitimate,281,"10,001-50,000",9
DEBIT,Legitimate,281,101-500,9
DEBIT,Legitimate,281,"5,001-10,000",38
DEBIT,Legitimate,281,"501-1,000",7
PAYMENT,Legitimate,281,0-100,73
PAYMENT,Legitimate,281,"1,001-5,000",2588
PAYMENT,Legitimate,281,"10,001-50,000",3260
PAYMENT,Legitimate,281,"100,001-500,000",3
PAYMENT,Legitimate,281,101-500,231
PAYMENT,Legitimate,281,"5,001-10,000",2775
PAYMENT,Legitimate,281,"50,001-100,000",137
PAYMENT,Legitimate,281,"501-1,000",328
TRANSFER,Fraud,281,"1,000,001+",3
TRANSFER,Fraud,281,"100,001-500,000",2
TRANSFER,Fraud,281,"5,001-10,000",1
TRANSFER,Fraud,281,"50,001-100,000",1
TRANSFER,Fraud,281,"500,001-1,000,000",2
TRANSFER,Legitimate,281,0-100,1
TRANSFER,Legitimate,281,"1,000,001+",288
TRANSFER,Legitimate,281,"1,001-5,000",18
TRANSFER,Legitimate,281,"10,001-50,000",154
TRANSFER,Legitimate,281,"100,001-500,000",1175
TRANSFER,Legitimate,281,101-500,3
TRANSFER,Legitimate,281,"5,001-10,000",27
TRANSFER,Legitimate,281,"50,001-100,000",220
TRANSFER,Legitimate,281,"500,001-1,000,000",261
TRANSFER,Legitimate,281,"501-1,000",2
CASH_IN,Legitimate,282,0-100,1
CASH_IN,Legitimate,282,"1,001-5,000",103
CASH_IN,Legitimate,282,"10,001-50,000",1005
CASH_IN,Legitimate,282,"100,001-500,000",3912
CASH_IN,Legitimate,282,101-500,9
CASH_IN,Legitimate,282,"5,001-10,000",133
CASH_IN,Legitimate,282,"50,001-100,000",1324
CASH_IN,Legitimate,282,"500,001-1,000,000",58
CASH_IN,Legitimate,282,"501-1,000",9
CASH_OUT,Fraud,282,"1,000,001+",2
CASH_OUT,Fraud,282,"10,001-50,000",2
CASH_OUT,Fraud,282,"100,001-500,000",3
CASH_OUT,Fraud,282,101-500,1
CASH_OUT,Fraud,282,"5,001-10,000",1
CASH_OUT,Legitimate,282,0-100,5
CASH_OUT,Legitimate,282,"1,001-5,000",196
CASH_OUT,Legitimate,282,"10,001-50,000",2120
CASH_OUT,Legitimate,282,"100,001-500,000",6641
CASH_OUT,Legitimate,282,101-500,21
CASH_OUT,Legitimate,282,"5,001-10,000",246
CASH_OUT,Legitimate,282,"50,001-100,000",2558
CASH_OUT,Legitimate,282,"500,001-1,000,000",94
CASH_OUT,Legitimate,282,"501-1,000",21
DEBIT,Legitimate,282,0-100,4
DEBIT,Legitimate,282,"1,001-5,000",100
DEBIT,Legitimate,282,"10,001-50,000",13
DEBIT,Legitimate,282,"100,001-500,000",2
DEBIT,Legitimate,282,101-500,13
DEBIT,Legitimate,282,"5,001-10,000",36
DEBIT,Legitimate,282,"50,001-100,000",2
DEBIT,Legitimate,282,"501-1,000",13
PAYMENT,Legitimate,282,0-100,72
PAYMENT,Legitimate,282,"1,001-5,000",2829
PAYMENT,Legitimate,282,"10,001-50,000",3509
PAYMENT,Legitimate,282,"100,001-500,000",7
PAYMENT,Legitimate,282,101-500,280
PAYMENT,Legitimate,282,"5,001-10,000",2896
PAYMENT,Legitimate,282,"50,001-100,000",184
PAYMENT,Legitimate,282,"501-1,000",360
TRANSFER,Fraud,282,"1,000,001+",2
TRANSFER,Fraud,282,"10,001-50,000",2
TRANSFER,Fraud,282,"100,001-500,000",3
TRANSFER,Fraud,282,101-500,1
TRANSFER,Fraud,282,"5,001-10,000",1
TRANSFER,Legitimate,282,"1,000,001+",324
TRANSFER,Legitimate,282,"1,001-5,000",18
TRANSFER,Legitimate,282,"10,001-50,000",176
TRANSFER,Legitimate,282,"100,001-500,000",1263
TRANSFER,Legitimate,282,101-500,1
TRANSFER,Legitimate,282,"5,001-10,000",16
TRANSFER,Legitimate,282,"50,001-100,000",224
TRANSFER,Legitimate,282,"500,001-1,000,000",301
TRANSFER,Legitimate,282,"501-1,000",1
CASH_IN,Legitimate,283,0-100,5
CASH_IN,Legitimate,283,"1,001-5,000",133
CASH_IN,Legitimate,283,"10,001-50,000",1291
CASH_IN,Legitimate,283,"100,001-500,000",4409
CASH_IN,Legitimate,283,101-500,14
CASH_IN,Legitimate,283,"5,001-10,000",153
CASH_IN,Legitimate,283,"50,001-100,000",1537
CASH_IN,Legitimate,283,"500,001-1,000,000",99
CASH_IN,Legitimate,283,"501-1,000",21
CASH_OUT,Fraud,283,"100,001-500,000",2
CASH_OUT,Fraud,283,"500,001-1,000,000",2
CASH_OUT,Legitimate,283,0-100,1
CASH_OUT,Legitimate,283,"1,001-5,000",239
CASH_OUT,Legitimate,283,"10,001-50,000",2556
CASH_OUT,Legitimate,283,"100,001-500,000",7560
CASH_OUT,Legitimate,283,101-500,26
CASH_OUT,Legitimate,283,"5,001-10,000",273
CASH_OUT,Legitimate,283,"50,001-100,000",3260
CASH_OUT,Legitimate,283,"500,001-1,000,000",127
CASH_OUT,Legitimate,283,"501-1,000",30
DEBIT,Legitimate,283,"1,001-5,000",45
DEBIT,Legitimate,283,"10,001-50,000",82
DEBIT,Legitimate,283,"100,001-500,000",1
DEBIT,Legitimate,283,101-500,2
DEBIT,Legitimate,283,"5,001-10,000",27
DEBIT,Legitimate,283,"50,001-100,000",7
DEBIT,Legitimate,283,"501-1,000",7
PAYMENT,Legitimate,283,0-100,70
PAYMENT,Legitimate,283,"1,001-5,000",3048
PAYMENT,Legitimate,283,"10,001-50,000",4843
PAYMENT,Legitimate,283,"100,001-500,000",5
PAYMENT,Legitimate,283,101-500,276
PAYMENT,Legitimate,283,"5,001-10,000",3181
PAYMENT,Legitimate,283,"50,001-100,000",207
PAYMENT,Legitimate,283,"501-1,000",385
TRANSFER,Fraud,283,"100,001-500,000",2
TRANSFER,Fraud,283,"500,001-1,000,000",2
TRANSFER,Legitimate,283,0-100,1
TRANSFER,Legitimate,283,"1,000,001+",451
TRANSFER,Legitimate,283,"1,001-5,000",24
TRANSFER,Legitimate,283,"10,001-50,000",188
TRANSFER,Legitimate,283,"100,001-500,000",1385
TRANSFER,Legitimate,283,101-500,1
TRANSFER,Legitimate,283,"5,001-10,000",33
TRANSFER,Legitimate,283,"50,001-100,000",250
TRANSFER,Legitimate,283,"500,001-1,000,000",382
TRANSFER,Legitimate,283,"501-1,000",1
CASH_IN,Legitimate,284,0-100,3
CASH_IN,Legitimate,284,"1,000,001+",1
CASH_IN,Legitimate,284,"1,001-5,000",105
CASH_IN,Legitimate,284,"10,001-50,000",1204
CASH_IN,Legitimate,284,"100,001-500,000",3832
CASH_IN,Legitimate,284,101-500,19
CASH_IN,Legitimate,284,"5,001-10,000",133
CASH_IN,Legitimate,284,"50,001-100,000",1433
CASH_IN,Legitimate,284,"500,001-1,000,000",80
CASH_IN,Legitimate,284,"501-1,000",9
CASH_OUT,Fraud,284,"100,001-500,000",3
CASH_OUT,Fraud,284,"500,001-1,000,000",5
CASH_OUT,Legitimate,284,0-100,3
CASH_OUT,Legitimate,284,"1,001-5,000",215
CASH_OUT,Legitimate,284,"10,001-50,000",2159
CASH_OUT,Legitimate,284,"100,001-500,000",6454
CASH_OUT,Legitimate,284,101-500,21
CASH_OUT,Legitimate,284,"5,001-10,000",262
CASH_OUT,Legitimate,284,"50,001-100,000",2682
CASH_OUT,Legitimate,284,"500,001-1,000,000",111
CASH_OUT,Legitimate,284,"501-1,000",23
DEBIT,Legitimate,284,0-100,3
DEBIT,Legitimate,284,"1,001-5,000",94
DEBIT,Legitimate,284,"10,001-50,000",5
DEBIT,Legitimate,284,"100,001-500,000",1
DEBIT,Legitimate,284,101-500,10
DEBIT,Legitimate,284,"5,001-10,000",10
DEBIT,Legitimate,284,"50,001-100,000",2
DEBIT,Legitimate,284,"501-1,000",26
PAYMENT,Legitimate,284,0-100,69
PAYMENT,Legitimate,284,"1,001-5,000",2868
PAYMENT,Legitimate,284,"10,001-50,000",5282
PAYMENT,Legitimate,284,"100,001-500,000",8
PAYMENT,Legitimate,284,101-500,304
PAYMENT,Legitimate,284,"5,001-10,000",3040
PAYMENT,Legitimate,284,"50,001-100,000",191
PAYMENT,Legitimate,284,"501-1,000",391
TRANSFER,Fraud,284,"100,001-500,000",3
TRANSFER,Fraud,284,"500,001-1,000,000",5
TRANSFER,Legitimate,284,"1,000,001+",435
TRANSFER,Legitimate,284,"1,001-5,000",19
TRANSFER,Legitimate,284,"10,001-50,000",159
TRANSFER,Legitimate,284,"100,001-500,000",1196
TRANSFER,Legitimate,284,101-500,1
TRANSFER,Legitimate,284,"5,001-10,000",27
TRANSFER,Legitimate,284,"50,001-100,000",199
TRANSFER,Legitimate,284,"500,001-1,000,000",343
TRANSFER,Legitimate,284,"501-1,000",1
CASH_IN,Legitimate,285,"1,001-5,000",40
CASH_IN,Legitimate,285,"10,001-50,000",456
CASH_IN,Legitimate,285,"100,001-500,000",1598
CASH_IN,Legitimate,285,101-500,2
CASH_IN,Legitimate,285,"5,001-10,000",49
CASH_IN,Legitimate,285,"50,001-100,000",567
CASH_IN,Legitimate,285,"500,001-1,000,000",30
CASH_IN,Legitimate,285,"501-1,000",5
CASH_OUT,Fraud,285,"1,000,001+",3
CASH_OUT,Fraud,285,"100,001-500,000",4
CASH_OUT,Fraud,285,"500,001-1,000,000",1
CASH_OUT,Legitimate,285,0-100,4
CASH_OUT,Legitimate,285,"1,001-5,000",49
CASH_OUT,Legitimate,285,"10,001-50,000",635
CASH_OUT,Legitimate,285,"100,001-500,000",2400
CASH_OUT,Legitimate,285,101-500,6
CASH_OUT,Legitimate,285,"5,001-10,000",78
CASH_OUT,Legitimate,285,"50,001-100,000",797
CASH_OUT,Legitimate,285,"500,001-1,000,000",56
CASH_OUT,Legitimate,285,"501-1,000",11
DEBIT,Legitimate,285,0-100,4
DEBIT,Legitimate,285,"1,001-5,000",63
DEBIT,Legitimate,285,"10,001-50,000",5
DEBIT,Legitimate,285,"100,001-500,000",1
DEBIT,Legitimate,285,101-500,9
DEBIT,Legitimate,285,"5,001-10,000",14
DEBIT,Legitimate,285,"50,001-100,000",5
DEBIT,Legitimate,285,"501-1,000",8
PAYMENT,Legitimate,285,0-100,40
PAYMENT,Legitimate,285,"1,001-5,000",1581
PAYMENT,Legitimate,285,"10,001-50,000",2523
PAYMENT,Legitimate,285,"100,001-500,000",4
PAYMENT,Legitimate,285,101-500,162
PAYMENT,Legitimate,285,"5,001-10,000",1607
PAYMENT,Legitimate,285,"50,001-100,000",151
PAYMENT,Legitimate,285,"501-1,000",220
TRANSFER,Fraud,285,"1,000,001+",3
TRANSFER,Fraud,285,"100,001-500,000",4
TRANSFER,Fraud,285,"500,001-1,000,000",1
TRANSFER,Legitimate,285,"1,000,001+",280
TRANSFER,Legitimate,285,"1,001-5,000",6
TRANSFER,Legitimate,285,"10,001-50,000",62
TRANSFER,Legitimate,285,"100,001-500,000",468
TRANSFER,Legitimate,285,101-500,3
TRANSFER,Legitimate,285,"5,001-10,000",6
TRANSFER,Legitimate,285,"50,001-100,000",75
TRANSFER,Legitimate,285,"500,001-1,000,000",170
CASH_IN,Legitimate,286,0-100,1
CASH_IN,Legitimate,286,"1,001-5,000",30
CASH_IN,Legitimate,286,"10,001-50,000",342
CASH_IN,Legitimate,286,"100,001-500,000",1322
CASH_IN,Legitimate,286,101-500,4
CASH_IN,Legitimate,286,"5,001-10,000",50
CASH_IN,Legitimate,286,"50,001-100,000",409
CASH_IN,Legitimate,286,"500,001-1,000,000",41
CASH_IN,Legitimate,286,"501-1,000",2
CASH_OUT,Fraud,286,"1,000,001+",1
CASH_OUT,Fraud,286,"100,001-500,000",2
CASH_OUT,Fraud,286,"50,001-100,000",1
CASH_OUT,Legitimate,286,0-100,1
CASH_OUT,Legitimate,286,"1,001-5,000",39
CASH_OUT,Legitimate,286,"10,001-50,000",345
CASH_OUT,Legitimate,286,"100,001-500,000",1593
CASH_OUT,Legitimate,286,101-500,5
CASH_OUT,Legitimate,286,"5,001-10,000",50
CASH_OUT,Legitimate,286,"50,001-100,000",457
CASH_OUT,Legitimate,286,"500,001-1,000,000",58
CASH_OUT,Legitimate,286,"501-1,000",4
DEBIT,Legitimate,286,0-100,2
DEBIT,Legitimate,286,"1,001-5,000",80
DEBIT,Legitimate,286,"10,001-50,000",4
DEBIT,Legitimate,286,101-500,13
DEBIT,Legitimate,286,"5,001-10,000",8
DEBIT,Legitimate,286,"501-1,000",13
PAYMENT,Legitimate,286,0-100,24
PAYMENT,Legitimate,286,"1,001-5,000",1542
PAYMENT,Legitimate,286,"10,001-50,000",1940
PAYMENT,Legitimate,286,"100,001-500,000",4
PAYMENT,Legitimate,286,101-500,152
PAYMENT,Legitimate,286,"5,001-10,000",1466
PAYMENT,Legitimate,286,"50,001-100,000",210
PAYMENT,Legitimate,286,"501-1,000",201
TRANSFER,Fraud,286,"1,000,001+",1
TRANSFER,Fraud,286,"100,001-500,000",2
TRANSFER,Fraud,286,"50,001-100,000",1
TRANSFER,Legitimate,286,0-100,1
TRANSFER,Legitimate,286,"1,000,001+",287
TRANSFER,Legitimate,286,"1,001-5,000",3
TRANSFER,Legitimate,286,"10,001-50,000",40
TRANSFER,Legitimate,286,"100,001-500,000",358
TRANSFER,Legitimate,286,101-500,2
TRANSFER,Legitimate,286,"5,001-10,000",5
TRANSFER,Legitimate,286,"50,001-100,000",59
TRANSFER,Legitimate,286,"500,001-1,000,000",157
TRANSFER,Legitimate,286,"501-1,000",1
CASH_IN,Legitimate,287,0-100,1
CASH_IN,Legitimate,287,"1,001-5,000",10
CASH_IN,Legitimate,287,"10,001-50,000",139
CASH_IN,Legitimate,287,"100,001-500,000",601
CASH_IN,Legitimate,287,101-500,2
CASH_IN,Legitimate,287,"5,001-10,000",14
CASH_IN,Legitimate,287,"50,001-100,000",179
CASH_IN,Legitimate,287,"500,001-1,000,000",22
CASH_IN,Legitimate,287,"501-1,000",2
CASH_OUT,Fraud,287,"1,000,001+",2
CASH_OUT,Fraud,287,"100,001-500,000",2
CASH_OUT,Fraud,287,"500,001-1,000,000",1
CASH_OUT,Legitimate,287,"1,001-5,000",15
CASH_OUT,Legitimate,287,"10,001-50,000",172
CASH_OUT,Legitimate,287,"100,001-500,000",816
CASH_OUT,Legitimate,287,"5,001-10,000",19
CASH_OUT,Legitimate,287,"50,001-100,000",232
CASH_OUT,Legitimate,287,"500,001-1,000,000",40
CASH_OUT,Legitimate,287,"501-1,000",4
DEBIT,Legitimate,287,"1,001-5,000",49
DEBIT,Legitimate,287,"10,001-50,000",8
DEBIT,Legitimate,287,101-500,5
DEBIT,Legitimate,287,"5,001-10,000",27
DEBIT,Legitimate,287,"501-1,000",7
PAYMENT,Legitimate,287,0-100,25
PAYMENT,Legitimate,287,"1,001-5,000",537
PAYMENT,Legitimate,287,"10,001-50,000",2455
PAYMENT,Legitimate,287,"100,001-500,000",4
PAYMENT,Legitimate,287,101-500,58
PAYMENT,Legitimate,287,"5,001-10,000",652
PAYMENT,Legitimate,287,"50,001-100,000",149
PAYMENT,Legitimate,287,"501-1,000",64
TRANSFER,Fraud,287,"1,000,001+",2
TRANSFER,Fraud,287,"100,001-500,000",2
TRANSFER,Fraud,287,"500,001-1,000,000",1
TRANSFER,Legitimate,287,"1,000,001+",196
TRANSFER,Legitimate,287,"1,001-5,000",1
TRANSFER,Legitimate,287,"10,001-50,000",31
TRANSFER,Legitimate,287,"100,001-500,000",212
TRANSFER,Legitimate,287,"5,001-10,000",6
TRANSFER,Legitimate,287,"50,001-100,000",42
TRANSFER,Legitimate,287,"500,001-1,000,000",83
CASH_IN,Legitimate,288,"1,001-5,000",2
CASH_IN,Legitimate,288,"10,001-50,000",70
CASH_IN,Legitimate,288,"100,001-500,000",358
CASH_IN,Legitimate,288,"5,001-10,000",6
CASH_IN,Legitimate,288,"50,001-100,000",85
CASH_IN,Legitimate,288,"500,001-1,000,000",10
CASH_IN,Legitimate,288,"501-1,000",2
CASH_OUT,Fraud,288,"1,000,001+",1
CASH_OUT,Fraud,288,"10,001-50,000",3
CASH_OUT,Fraud,288,"500,001-1,000,000",1
CASH_OUT,Legitimate,288,"1,001-5,000",9
CASH_OUT,Legitimate,288,"10,001-50,000",94
CASH_OUT,Legitimate,288,"100,001-500,000",429
CASH_OUT,Legitimate,288,101-500,2
CASH_OUT,Legitimate,288,"5,001-10,000",7
CASH_OUT,Legitimate,288,"50,001-100,000",107
CASH_OUT,Legitimate,288,"500,001-1,000,000",18
DEBIT,Legitimate,288,0-100,2
DEBIT,Legitimate,288,"1,001-5,000",72
DEBIT,Legitimate,288,101-500,7
DEBIT,Legitimate,288,"5,001-10,000",13
DEBIT,Legitimate,288,"501-1,000",6
PAYMENT,Legitimate,288,0-100,4
PAYMENT,Legitimate,288,"1,001-5,000",169
PAYMENT,Legitimate,288,"10,001-50,000",1241
PAYMENT,Legitimate,288,"100,001-500,000",135
PAYMENT,Legitimate,288,101-500,18
PAYMENT,Legitimate,288,"5,001-10,000",222
